# Pathway	16_S4_R1_001_val_1_Abundance	16_S4_R2_001_val_2_Abundance	17_S5_R1_001_val_1_Abundance	17_S5_R2_001_val_2_Abundance	19_S6_R1_001_val_1_Abundance	19_S6_R2_001_val_2_Abundance
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	119.091	120.042	152.46	153.364	149.043	146.619
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.407607	0.439576	1.25838	1.37278
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	118.821	119.799	150.776	151.909	144.694	142.517
ARO-PWY: chorismate biosynthesis I	166.269	162.571	183.403	184.3	258.091	250.699
ARO-PWY: chorismate biosynthesis I|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.33387	3.42704
ARO-PWY: chorismate biosynthesis I|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.312581	0.450645	1.56762	1.42397
ARO-PWY: chorismate biosynthesis I|unclassified	166.179	162.48	182.498	183.436	252.373	244.993
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	69.862	71.9161	77.765	77.5463	99.5044	97.0844
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	2.51287	2.17561
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Clostridium.s__Clostridium_tetani	0	0	0.575134	0.538249	0.369062	0.141965
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	69.862	71.9119	76.829	76.6874	94.9103	92.9806
AST-PWY: L-arginine degradation II (AST pathway)	1.41209	1.85604	1.20753	0.858391	1.63441	1.60871
AST-PWY: L-arginine degradation II (AST pathway)|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.468954	0.518783	1.17814	1.19058
AST-PWY: L-arginine degradation II (AST pathway)|unclassified	1.41209	1.85604	0.875116	0	0.804805	0.480218
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	62.4066	66.0478	39.8657	35.2401	30.361	34.133
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.483402	0.455223	1.06578	1.17501
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	62.3978	65.8278	37.3654	33.8292	4.67855	9.27595
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	192.483	192.449	200.154	198.841	253.497	250.733
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.46954	3.43169
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.650835	0.529017	1.73461	1.65191
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	192.376	192.381	199.359	198.157	247.795	244.877
CALVIN-PWY: Calvin-Benson-Bassham cycle	163.196	164.622	172.192	168.08	203.227	197.669
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.47261	3.16156
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	163.093	164.463	170.987	167.02	197.994	192.854
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0	0	0.283142	0	0	0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|unclassified	0	0	0.283142	0	0	0
CENTBENZCOA-PWY: benzoyl-CoA degradation II (anaerobic)	11.711	12.5893	8.12237	6.74367	4.54326	3.06976
CENTBENZCOA-PWY: benzoyl-CoA degradation II (anaerobic)|unclassified	11.711	12.5893	8.12237	6.74367	4.54326	3.06976
CENTFERM-PWY: pyruvate fermentation to butanoate	71.1521	69.1389	90.0541	90.4592	96.7638	93.9384
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified	71.1272	69.1074	88.7198	89.4396	92.1266	89.5291
CITRULBIO-PWY: L-citrulline biosynthesis	73.1135	70.2404	136.538	134.852	63.84	63.1915
CITRULBIO-PWY: L-citrulline biosynthesis|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	4.14333	4.1074
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified	73.1002	70.2312	135.16	133.769	56.7091	55.9663
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	156.124	154.303	196.942	198.707	313.109	298.822
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.99594	3.88661
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.380121	0.461141	1.29376	0.950842
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified	156.083	154.303	196.6	198.227	307.385	294.202
COA-PWY: coenzyme A biosynthesis I	107.303	103.845	120.239	117.14	166.642	161.308
COA-PWY: coenzyme A biosynthesis I|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.99594	4.19127
COA-PWY: coenzyme A biosynthesis I|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.46342	0.796612	1.12038	0.986997
COA-PWY: coenzyme A biosynthesis I|g__Gammaproteobacteria_noname.s__marine_gamma_proteobacterium_HTCC2143	0.147568	0	0	0	0	0
COA-PWY: coenzyme A biosynthesis I|unclassified	107.16	103.718	119.632	116.222	160.809	155.344
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	23.7441	25.1315	21.2009	21.3426	56.1926	54.7798
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified	23.7426	25.1297	21.0423	21.1408	55.5654	54.0739
CODH-PWY: reductive acetyl coenzyme A pathway	1.58185	1.54577	0.379322	0.236917	1.63588	1.34049
CODH-PWY: reductive acetyl coenzyme A pathway|unclassified	1.58185	1.54577	0.379315	0.236916	1.63579	1.34043
COLANSYN-PWY: colanic acid building blocks biosynthesis	77.3829	75.9284	71.6726	70.1051	60.4518	60.3077
COLANSYN-PWY: colanic acid building blocks biosynthesis|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.125209	0.211462	0	0
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified	77.1937	75.8094	71.3582	69.7544	59.6085	59.6445
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	168.474	164.714	188.407	188.303	244.057	237.279
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.66884	3.7791
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.349585	0.493904	1.69553	1.55251
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	168.373	164.612	187.403	187.379	236.2	229.09
CRNFORCAT-PWY: creatinine degradation I	11.6905	11.2198	12.2313	12.1173	10.295	11.0549
CRNFORCAT-PWY: creatinine degradation I|unclassified	11.6905	11.2198	12.2261	12.1133	10.2893	11.0498
DAPLYSINESYN-PWY: L-lysine biosynthesis I	92.7395	93.1606	77.3577	77.3495	75.2243	77.3437
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.327356	0.525407	1.77289	1.73735
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	92.6945	93.116	75.8915	76.1773	69.4337	70.5532
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	21.7351	22.0402	15.7961	15.6143	6.68422	7.10909
DENITRIFICATION-PWY: nitrate reduction I (denitrification)|unclassified	21.7351	22.0402	15.5657	15.405	5.68569	6.45295
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	129.212	124.709	154.169	151.598	230.716	226.724
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	129.143	124.615	153.004	150.468	226.718	223.166
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)	0.354562	0.269499	2.08823	2.14037	0	0.140719
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)|unclassified	0.354557	0.269496	2.08823	2.14037	0	0.140719
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	130.638	132.867	110.492	111.396	101.978	99.2551
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	130.638	132.867	110.492	111.396	101.978	99.2551
ENTBACSYN-PWY: enterobactin biosynthesis	7.99301	0	7.76122	8.98859	4.28885	0
ENTBACSYN-PWY: enterobactin biosynthesis|unclassified	7.99301	0	7.76122	8.98859	4.28824	0
FAO-PWY: fatty acid &beta;-oxidation I	104.396	105.76	124.774	126.847	76.4814	75.087
FAO-PWY: fatty acid &beta;-oxidation I|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.17149	2.97697
FAO-PWY: fatty acid &beta;-oxidation I|g__Colwellia.s__Colwellia_psychrerythraea	0	0	1.19669	1.04307	2.88455	2.46385
FAO-PWY: fatty acid &beta;-oxidation I|g__Gammaproteobacteria_noname.s__marine_gamma_proteobacterium_HTCC2143	0.19089	0.198071	0	0	0	0
FAO-PWY: fatty acid &beta;-oxidation I|unclassified	104.171	105.528	123.219	125.519	69.3563	68.885
FASYN-ELONG-PWY: fatty acid elongation -- saturated	155.602	157.272	163.703	161.104	163.702	165.154
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.538238	0.568524	1.36673	1.35264
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	155.506	157.155	162.959	160.311	159.957	160.91
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	202.076	196.3	180.235	174.134	180.296	180.81
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	202.071	196.224	179.582	173.552	177.318	177.841
FERMENTATION-PWY: mixed acid fermentation	82.8851	80.7197	55.2166	55.4615	28.0841	23.75
FERMENTATION-PWY: mixed acid fermentation|unclassified	82.3727	80.6226	55.1067	55.4228	27.6881	23.726
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	36.7032	36.7964	36.3793	32.6476	32.0221	34.0481
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage|unclassified	36.7003	36.7964	36.3368	32.6194	31.8773	33.8731
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	4.01115	4.01055	4.1412	4.38583	3.9306	2.39464
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|unclassified	4.01115	4.01055	4.1412	4.38583	3.9306	2.39464
FUCCAT-PWY: fucose degradation	14.1599	13.9479	9.08952	7.45996	7.07877	7.19528
FUCCAT-PWY: fucose degradation|unclassified	14.1599	13.9479	9.08952	7.45996	7.07877	7.19528
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	9.56158	9.62228	12.6071	12.7116	4.44492	4.15609
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	9.56158	9.62228	12.5968	12.7013	4.44369	4.15499
GALACTARDEG-PWY: D-galactarate degradation I	9.61674	9.62343	7.03813	6.7981	13.7809	13.27
GALACTARDEG-PWY: D-galactarate degradation I|unclassified	9.61674	9.62343	7.03813	6.7981	13.7809	13.27
GALACTUROCAT-PWY: D-galacturonate degradation I	24.9816	24.7726	30.2756	29.3098	25.5933	25.0886
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	24.9816	24.7726	30.1692	29.212	25.5207	25.0168
GALLATE-DEGRADATION-I-PWY: gallate degradation II	0.607665	0.545183	0.235163	0.196488	0.288888	0
GALLATE-DEGRADATION-I-PWY: gallate degradation II|unclassified	0.60762	0.545183	0.23516	0.196488	0.286409	0
GALLATE-DEGRADATION-II-PWY: gallate degradation I	0.60504	0.545183	0.296893	0.139178	0.288888	0.235836
GALLATE-DEGRADATION-II-PWY: gallate degradation I|unclassified	0.604995	0.545183	0.296889	0.139178	0.286409	0.234693
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	7.18517	8.61878	2.87859	2.27111	6.06006	5.07365
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	7.18517	8.61878	2.87855	2.27107	6.0573	5.0706
GLUCARDEG-PWY: D-glucarate degradation I	4.15029	4.48042	4.51341	4.67017	5.88735	6.11472
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	4.15029	4.48042	4.51341	4.67017	5.88735	6.11472
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	9.61674	9.62343	7.03813	6.7981	13.7809	13.27
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified	9.61674	9.62343	7.03813	6.7981	13.7809	13.27
GLUCONEO-PWY: gluconeogenesis I	137.436	138.332	149.368	147.03	146.077	144.866
GLUCONEO-PWY: gluconeogenesis I|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.3952	3.1786
GLUCONEO-PWY: gluconeogenesis I|unclassified	137.381	138.255	148.949	146.588	144.191	143.174
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.637738	0.851346	0.469302	0.398766	0	0.158686
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	0.637738	0.851346	0.469295	0.39876	0	0.158679
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	16.5376	15.8437	11.4745	11.9255	9.40035	13.9917
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified	16.5376	15.8437	11.4617	11.912	9.39216	13.9731
GLUDEG-I-PWY: GABA shunt	27.6739	28.5563	27.4939	27.0367	18.3439	17.958
GLUDEG-I-PWY: GABA shunt|unclassified	27.6739	28.5563	27.4448	26.9715	17.3002	16.9738
GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate)	8.47406	7.94489	19.6923	18.7605	54.6929	49.4142
GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate)|unclassified	8.46656	7.9375	19.2364	18.416	54.6361	49.3637
GLUTORN-PWY: L-ornithine biosynthesis	88.091	87.5432	106.92	108.188	109.818	108.134
GLUTORN-PWY: L-ornithine biosynthesis|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.369996	0.498669	1.67099	1.60993
GLUTORN-PWY: L-ornithine biosynthesis|g__Gammaproteobacteria_noname.s__marine_gamma_proteobacterium_HTCC2143	0.188415	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	87.8123	87.3053	105.641	107.055	106.374	105.113
GLYCOCAT-PWY: glycogen degradation I (bacterial)	9.36699	7.49296	20.7191	16.8728	10.9871	10.3151
GLYCOCAT-PWY: glycogen degradation I (bacterial)|unclassified	9.36699	7.49296	20.7121	16.8678	1.36789	1.1623
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	93.28	89.555	136.933	135.353	143.003	137.939
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	2.74814	2.66135
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	93.28	89.555	136.439	134.841	137.99	133.181
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	2.36117	2.29143	1.20948	1.17981	1.11079	0.784106
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|unclassified	2.36104	2.29136	1.20943	1.17978	1.1033	0.779693
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	76.7319	73.5392	72.3464	72.1603	87.9655	86.1722
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.513275	0.584287	1.63124	1.53087
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	76.7157	73.5247	71.7585	71.6682	84.7658	83.8979
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	80.2614	80.7805	126.741	126.294	48.9078	45.819
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|unclassified	80.0042	80.7071	126.127	125.597	30.8471	30.0138
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	193.529	193.157	200.475	199.422	287.076	280.124
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.475219	0.584014	1.53849	1.46658
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	193.447	193.078	199.313	198.297	282.363	275.693
GLYOXYLATE-BYPASS: glyoxylate cycle	61.086	64.5249	99.1957	96.9009	23.4248	22.8625
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	2.25581	2.25211
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.354128	0.485885	1.5095	1.44978
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Gammaproteobacteria_noname.s__marine_gamma_proteobacterium_HTCC2143	0.216355	0.165569	0	0	0	0
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	60.3708	64.2989	98.8119	96.6377	18.1989	17.1813
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	8.34342	8.98627	15.4288	15.9098	21.822	20.7735
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|unclassified	8.34342	8.98627	15.4144	15.8958	19.7146	19.0093
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	65.1648	67.4849	105.209	99.44	28.0291	27.1213
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.43794	3.41411
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.630833	0.622314	1.52127	1.40156
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Gammaproteobacteria_noname.s__marine_gamma_proteobacterium_HTCC2143	0.171884	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	64.9583	67.3097	104.998	99.2679	20.1707	19.6502
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	115.652	113.702	133.804	131.091	58.3739	58.6509
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.674487	0.568599	1.34563	1.27226
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|unclassified	115.489	113.662	133.064	130.457	53.4272	53.0605
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	25.3425	27.9731	26.2818	29.0107	47.5639	48.8601
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	25.3416	27.972	26.2676	28.9936	29.0664	30.8776
HISDEG-PWY: L-histidine degradation I	91.766	89.8366	121.37	119.581	181.771	176.87
HISDEG-PWY: L-histidine degradation I|g__Clostridium.s__Clostridium_tetani	0	0	0.764286	0.766985	0.348702	0.393565
HISDEG-PWY: L-histidine degradation I|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.320495	0.395559	1.23761	1.12292
HISDEG-PWY: L-histidine degradation I|unclassified	91.766	89.8366	119.632	117.599	177.966	173.269
HISTSYN-PWY: L-histidine biosynthesis	93.0919	93.3111	126.191	129.683	146.833	144.526
HISTSYN-PWY: L-histidine biosynthesis|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.6503	3.19266
HISTSYN-PWY: L-histidine biosynthesis|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.570007	0.666116	1.32172	1.26702
HISTSYN-PWY: L-histidine biosynthesis|unclassified	93.0293	93.2912	125.356	127.878	141.29	139.474
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	43.2535	44.1142	62.0986	58.4856	26.8279	27.7692
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.646635	0.749735	1.5196	1.62893
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified	43.2525	44.1142	61.077	57.3061	19.6034	20.8008
HSERMETANA-PWY: L-methionine biosynthesis III	112.372	112.269	97.2541	95.7896	61.2887	57.5103
HSERMETANA-PWY: L-methionine biosynthesis III|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.598057	0.53777	0.798536	0.885773
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	112.365	112.269	96.6031	95.1748	59.1566	55.317
ILEUDEG-PWY: L-isoleucine degradation I	4.59207	5.52955	5.69491	5.39902	5.25135	4.08141
ILEUDEG-PWY: L-isoleucine degradation I|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.672526	0.520367	1.7387	1.28312
ILEUDEG-PWY: L-isoleucine degradation I|unclassified	4.59195	5.52937	3.91785	3.86864	1.50703	1.58241
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	204.817	206.508	215.83	212.069	264.85	261.74
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Anoxybacillus.s__Anoxybacillus_flavithermus	0	0	0	0	3.40471	3.63859
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Colwellia.s__Colwellia_psychrerythraea	0	0	0.722195	0.595926	1.96086	1.82844
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	204.679	206.361	214.888	211.304	258.972	254.944
KETOGLUCONMET-PWY: ketogluconate metabolism	2.22662	2.08308	4.13676	4.14906	2.67526	3.3917
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified	2.22662	2.08308	4.13676	4.14906	0.659429	1.25144
LACTOSECAT-PWY: lactose and galactose degradation I	23.1194	22.2967	27.0934	26.039	44.6826	43.1449
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	23.1194	22.2967	27.0934	26.039	43.7684	42.3546
LEU-DEG2-PWY: L-leucine degradation I	16.3649	15.382	9.95383	10.0128	5.36351	5.3167
LEU-DEG2-PWY: L-leucine degradation I|unclassified	16.358	15.3791	9.86696	9.9317	5.20479	5.10538
LIPASYN-PWY: phospholipases	0	0	1.09118	0	1.53486	0
LIPASYN-PWY: phospholipases|unclassified	0	0	1.09028	0	1.50159	0
LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	4.79377	4.98043	7.60348	7.63568	7.53911	7.3013
LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV|unclassified	4.79377	4.98043	7.60348	7.63568	7.53911	7.3013
LYSINE-DEG1-PWY: L-lysine degradation XI (mammalian)	3.14952	3.62499	2.89911	2.87951	1.8255	1.87529
LYSINE-DEG1-PWY: L-lysine degradation XI (mammalian)|unclassified	3.14952	3.62499	2.89911	2.87951	1.8255	1.87529
